30713	[title33][sentence]\nEgad!  Look at all that stringy hair\nclumped together in the drain.  It's \njust like your sink, except that there\nisn't anything crawling around in it.	
30714	[title26][sentence]\nNoticing that the seat is down you\nquickly conclude that the last prisoner\nmust have been female.  You are\nmomentarily stunned by your own\nbrilliance.	
30715	[title29][sentence]\nThe cell is damp and dreary.  The bed looks\nuncomfortable; calling the sink and toilet\n"unclean" would be like calling Newton "bright".\nTo make matters worse, the force-field holding\nyou here is making your hair stand on end.	
30716	[title27][sentence]\nThe scalpel is a precision instrument.  Trying\nto sharpen it without the correct equipment\nis not a good idea.  You don't want to break\nthe thing--you may need it later.	
30717	[title29][sentence]\nThe back wall of this cell was obviously\ncarved from solid rock.  The other walls\nare made of a strong ferrous metal.  The\nonly obvious means of egress is the front\nof the cell, which is currently protected\nby a powerful force field.	
30718	[title26][sentence]\nPossibly the only thing in the room brighter\nthan yourself, the light bathes the room in\na sodium-orange glow.	
30719	[title26][sentence]\nYour walk is stopped short by a run-in with\nan impenetrable force field.	
30720	[title20][sentence]\nYou try once more to penetrate the\nimpenetrable force field, with predictable\nresults.	
30721	[title25][sentence]\nAfter bumping your face a third time you\ndecide to be more careful where you walk.	
30722	[title16][sentence]\nYou once more bash your face\non the force field.	
30723	[title32][sentence]\nNot right now!  Those guards might be watching!	
10801	[title25][sentence]\nDon't strain your eyes; there's really\nnot much to see.	
10802	[title13][sentence]\nNothing special here.	
10803	[title21][sentence]\nThey have been rocks for a long time.  They\nprobably will continue to be rocks for a long time.	
10804	[title26][sentence]\nSorry. Too heavy--not to mention useless.	
10805	[title25][sentence]\nMillions of years ago these used to be rocks.  \nNow look at them.  They have become, well, ahh,\nolder and wiser rocks.  Isn't it amazing what\nevolution can do?	
10806	[title10][sentence]\nNot worth it.	
10807	[title25][sentence]\nCPR is definitely out of the question,  but maybe\nmouth to mouth might . . . nah.	
10808	[title26][sentence]\nYou carefully pick up the dead, slimy fish.	
10809	[title21][sentence]\nThat looks like an interesting area.	
10810	[title25][sentence]\nThere is a large open area north of you.	
10811	[title25][sentence]\nYou sense her presence as goose bumps \nencompass the pores of your body.	
10812	[title32][sentence]\nYou are toward the southern end of the lagoon.\nA coral barrier blocks your progress south.  You\ncan swim north or east.\n	
20701	[title22][sentence]\nThe dense forest looks like the kind\nof place you would like to avoid.	
20702	[title20][sentence]\nIt's nice and straight.  You are glad to see that someone\naround here takes pride in their lawn.	
20703	[title21][sentence]\nNo doubt a sign that outsiders are not welcome.\nPerhaps you shouldn't hang around here too long.	
20704	[title21][sentence]\nYech! Whatever is cooking in that cauldron\nsmells bad enough to kill a horse.  Then again,\nmaybe that's what it's supposed to do.	
20705	[title30][sentence]\nThis appears to be some sort of native shaman's\nhome.  The fire under the cauldron has been recently\nstoked--You may not want to hang around too long.\nThen again, the door is open . . . .	
20706	[title16][sentence]\nThe path looks well used.	
20707	[title20][sentence]\nThe breathtaking mountains climb\nmajestically into the sky.	
20708	[title26][sentence]\nHow about that.  This plant actually grows on\na planet that has no cosmetics industry.	
20709	[title18][sentence]\nThe lawn is of little interest.	
20710	[title32][sentence]\nThis bird looks remarkably like what would be\ncalled a vulture on your home planet.  Then again,\nYOU have been called a vulture on your home\nplanet.	
20711	[title22][sentence]\nYou have a strange and eerie feeling that\nyou shouldn't be here.	
20712	[title19][sentence]\nThey are secured tightly to the pole and \ncan not be removed.	
20713	[title27][sentence]\nYou don't need it, your skin is in good shape.	
20714	[title17][sentence]\nThere are numerous insects crawling\naround the rocks.	
20715	[title21][sentence]\nYech!  Even if you could catch it you\ndon't need friends THAT badly.	
11001	[title26][sentence]\nYou have the same eerie feeling that you had when your\nlast girlfriend locked you in the closet for leaving the toilet\nseat up.	
11002	[title20][sentence]\nThe cave ceiling is uninteresting.	
11003	[title16][sentence]\nWhen you've seen one rock, you've seen them all.	
11004	[title25][sentence]\nPerhaps they should be called 'enormous\nunliftable boulders'.  Get the point?	
11005	[title25][sentence]\nIt looks long and dark.  There appears to be a\nsmall glimmer of light at the far end.	
11006	[title22][sentence]\nThis is how you got here remember?	
11007	[title25][sentence]\nIsn't this the same type of growth that can be\nfound between your toes at the end of every month?	
11008	[title25][sentence]\nThese are not edible unless they're put on top of a\npizza.  Since nobody delivers in the immediate area,\nthey're useless.\n	
11101	[title20][sentence]\nImagine that, they still make cave floors\njust like they used to.	
11102	[title25][sentence]\nYou become very frightened until you \nrealize that it's just your reflection.	
11103	[title22][sentence]\nThis would appear to be the way out.	
11104	[title29][sentence]\nYou ponder how long it took\nfor these conical deposits to form.  You\nalso ponder what it would feel like to\ntrip and fall on one.	
11105	[title27][sentence]\nAs you can see, this is a bigger and more\nimproved version of the smaller stalagmites.	
11106	[title17][sentence]\nIt might be easier to rip an oak tree\nout of the ground.	
20101	[title18][sentence]\nThe field is basically grassy.	
20102	[title25][sentence]\nThe rocks here are not very interesting.	
20103	[title27][sentence]\nThese odd looking plants seem to\nbe common on this island.	
20104	[title27][sentence]\nThe sky is clear and blue.\nYou couldn't have asked for a\nnicer day.	
20105	[title26][sentence]\nThe water, like the sky, is clear and blue.\nIn the distance, you can see a small island.	
20106	[title26][sentence]\nIt appears to be volcanic.  You can't make\nout any details from this far away.	
20107	[title21][sentence]\nThis meteorological monstrosity appears capable\nof simultaneously reading the wind speed, barometric\npressure, relative humidity, your palm, and "Moby Dick".	
20108	[title19][sentence]\nThere are signs of heavy foot traffic \nbetween the weather station and that\nstrange booth.	
20109	[title26][sentence]\nThe purpose of this contraption completely\nescapes you.  It appears to be a high-tech\nporta-potty, you can't help feeling it must\nserve some higher purpose.	
20110	[title25][sentence]\nTo the south you see the hut which that\nlarge woman apparently lived in.  You can even smell it\nfrom here.  Blech!	
20111	[title20][sentence]\nThis small peninsula seems to be used\nby someone for monitoring weather conditions.	
20112	[title24][sentence]\nThis is the booth that woman appeared and disappeared in.\nIt must be some sort of teleportation device.	
20113	[title22][sentence]\nThis is definitely a teleporter booth.	
20114	[title25]WRONG NUMBER\nAs the machine reduces you to a scarlet puddle you hear a\ncold mechanical voice chanting: "We're sorry; your call cannot\nbe completed as dialed.  Please check the number and dial again."	
20501	[title22][sentence]\nYou probably shouldn't draw so much attention\nto yourself.  You are not, after all, who she\nthinks you are.	
20502	[title22][sentence]\nYou are standing in what appears to be a small\nvillage.  There is only one person here, leaning\nagainst a hut.	
20503	[title25][sentence]\nShe appears to be watching the chickens.	
20504	[title25][sentence]\nThe huts are well made grass and thatch huts.\nOne appears to double as a chicken coop.	
20505	[title22][sentence]\nThe chickens are running around in ignorant\nbliss.  None of them seem to have\nconsidered WHY they are being fed so well.	
20506	[title27][sentence]\nEven if you could catch it you have no urge\nto carry around something that is alive and kicking.\nNever mind something that is clawing and pecking.	
20507	[title21][sentence]\nThe chicken looks like it has been slowly roasting\non that spit all morning.  It looks like it is just about done.	
20508	[title26][sentence]\nThis fire pit looks ideal for roasting fowl.	
20509	[title19][sentence]\nAre you nuts?  That would hurt!	
20510	[title27][sentence]\nThe stream looks cool and inviting.\nEvery now and then you see a large\ndorsal fin glide by.	
20511	[title22][sentence]\nOn the opposite bank you see a path\nleading through the trees.  The path \nlooks overgrown, as if  no one had used\nit in years.	
20512	[title21][sentence]\nThose little buggers would still be hungry if you\nfed them a herd of cattle.  Give it up.	
20513	[title19][sentence]\nThey look numerous and hungry.	
20514	[title17][sentence]\nThis is obviously where the twinkifruits\ncome from.	
20515	[title26][sentence]\nThe individual twinkifruits are not yet ripe, and\nthe bush is too big to carry around.	
20516	[title25][sentence]\nHmmmm.  Didn't you see those odd-looking\nfish in the stream?  You need to be more careful.	
20517	[title22][sentence]\nYou aren't currently of the correct gender for\nthat type of activity.	
20518	[title16][sentence]\nYou discover nothing new.	
10201	[title27]BINOCULARS\nTaking your trusty binoculars off the hook reveals\na previously obscured portion of the poster.  You\nspend a few moments studying it.	
10202	[title29][sentence]\nYou stare at the lamp...  You stare some more...\nRealizing you may soon spend the rest of your life\nwearing sunglasses and being led around by a dog\nyou decide to do something productive.	
10203	[title27][sentence]\nMaybe if you stare at it long enough,\nsomething really important will happen\nthat will help you escape from this planet - NOT!	
10204	[title17]LOOK THROUGH DOOR\nThe door leads back to the ship's\ncockpit.  If you walk towards it\n"real fast", it will open for you\nautomatically (honest it will).	
10205	[title19][sentence]\nIf you were to walk in that direction,\nyou would wind up in the ship's engineering\nsection, where you could check out the\ndamage to the hyperdrive firsthand.	
10206	[title24][sentence]\nBeing the man that you are you can't help\nbut to briefly pause and admire yourself in \nthe medicine cabinet mirror.  You are elated \nto see that the hideous cold sore you "earned"\nlast month has finally cleared up.	
10207	[title27]MEDICINE CABINET\nWell, let's see... you've got a couple of\nold toothbrushes, a used up stick of deodorant\nfrom last year you were saving "for an\nemergency", and that festering pile of dried-up\ntoothpaste left over from when the 'Crust' tube\nexploded a couple of years ago.	
10208	[title22][sentence]\nThe door creaks open once again, revealing\n(once again) your sordid collection of\nbathroom implements.	
10209	[title27][sentence]\nThe medicine cabinet door creaks shut,\nand you remind yourself that one of these\ndays you're going to have to have that\ntoothpaste sandblasted off of the bottom\nshelf.  For now, though, you decide to let\nit ferment in peace.	
10210	[title27][sentence]\nIt's a cute little chair that you're\nsupposed to sit in while you eat dinner.\nYou never sit in it though, finding it\nmore convenient to drag a sandwich up\nto the cockpit and get crumbs all jammed\nin between the buttons on the console.	
10211	[title26][sentence]\nBetter not.  The many fluids that have been\nspilled on this chair have formed a new adhesive.\nYou might never get up again.	
