CREDITS.TXR.123	\t\t    @ SCOTT PATTERSON	
CREDITS.TXR.125	Hardware Maintenance @ MIKE GOMEZ	
CREDITS.TXR.126	\t\t     @ SAL VITALE	
CREDITS.TXR.130	THE SOUND TEAM	
CREDITS.TXR.132	Sound Department Management	
CREDITS.TXR.133	KEN LAGACE	
CREDITS.TXR.135	Music Composed By	
CREDITS.TXR.136	JEFFERY L. BRIGGS	
CREDITS.TXR.138	Sound Programming @ KEN LAGACE	
CREDITS.TXR.139	\t\t  @ JIM McCONKEY	
CREDITS.TXR.140	\t\t  @ ROLAND RIZZO	
CREDITS.TXR.141	\t\t  @ SCOTT PATTERSON	
CREDITS.TXR.143	Foley Editor @ JIM McCONKEY	
CREDITS.TXR.145	Voice Track Editor @ SCOTT PATTERSON	
CREDITS.TXR.147	Voice Acting @ GREG KEMPER	
CREDITS.TXR.148	\t     @ PAUL ELLIS	
CREDITS.TXR.149	\t     @ SHANNON HEPBURN	
CREDITS.TXR.151	Blood Curdling Screams @ BRIAN and MATT	
CREDITS.TXR.156	THE QUALITY ASSURANCE TEAM	
CREDITS.TXR.158	Q.A. Management @ AL ROIREAU	
CREDITS.TXR.159	\t\t@ MICHAEL CRAIGHEAD	
CREDITS.TXR.161	Lead Tester @ FRANK BROWN	
CREDITS.TXR.163	Playtesting @ BILL BURTON	
CREDITS.TXR.164	\t    @ ANDY MAZUREK	
CREDITS.TXR.165	\t    @ DAVE ELLIS	
CREDITS.TXR.166	\t    @ MIKE CORCORAN	
CREDITS.TXR.167	\t    @ MIKE REA	
CREDITS.TXR.168	\t    @ MICHAEL CRAIGHEAD	
CREDITS.TXR.169	\t    @ AL ROIREAU	
CREDITS.TXR.170	\t    @ DAVE OSBORN	
CREDITS.TXR.171	\t    @ HARRY TEASLEY	
CREDITS.TXR.172	\t    @ TED MARKLEY	
CREDITS.TXR.173	\t    @ VAUGHN THOMAS	
CREDITS.TXR.174	\t    @ SALLY STALCUP	
CREDITS.TXR.175	\t    @ MICHELE ROIREAU	
CREDITS.TXR.176	\t    @ DIETZEL BROWN	
CREDITS.TXR.181	THE MARKETING TEAM	
CREDITS.TXR.183	Rex Nebular Project Manager	
CREDITS.TXR.184	MONIQUE CARON	
CREDITS.TXR.186	Marketing Emperor	
CREDITS.TXR.187	GERRY BLAIR	
CREDITS.TXR.189	Marketing Director	
CREDITS.TXR.190	DEBBIE CHEEK	
CREDITS.TXR.192	Marketing Services Director	
CREDITS.TXR.193	MARY HERRON	
CREDITS.TXR.195	Marketing Services Coordinator	
CREDITS.TXR.196	BRENDA BLOOMFIELD	
CREDITS.TXR.198	Art Director @ JOHN EMORY	
CREDITS.TXR.200	Package Cover Art @ ERIC OLSON	
CREDITS.TXR.202	Package Design @ JOHN EMORY	
CREDITS.TXR.203	\t       @ MOSHE MILICH	
CREDITS.TXR.205	Advertising Placement @ LINDSAY RIEHL	
