20812	[title33][sentence]\nYou put the [noun1] carefully on the leaves.\nOOPS!  It was too heavy and fell down to the\nbottom of the pit.  Well, so much for the [noun1].	[title33][sentence]\n你小心翼翼地把[noun1]放在\n樹葉上。哎呀！它太重了，\n直接掉到坑底。唉，[noun1]\n就這樣報銷了。
20813	[title28][sentence]\nYou are not interested in any of these trees.	[title28][sentence]\n這些樹你一棵都不感興趣。
20814	[title22][sentence]\nTrying to pick those leaves up would be dangerous.\nYou might fall in.	[title22][sentence]\n想去撿那些葉子很危險，\n你可能會摔進去。
20815	[title20][sentence]\nGood work.  You bagged the large hungry one.\nShe won't be climbing out of that pit any time\nsoon.	[title20][sentence]\n幹得好，你逮到那隻又大又餓\n的傢伙了。她短時間內\n別想爬出那個坑。
20816	[title24][sentence]\nAfter all the trouble you went through trapping\nher you want to pull her out?!  Do you think\nshe's particularly pleased with you right now?\nYou had better leave her where she is.	[title24][sentence]\n費了那麼大勁才把她困住，\n你現在想把她拉出來？！\n你以為她現在會很高興見到你？\n還是讓她留在原地比較好。
20817	[title32][sentence]\nYou are standing at the center of a wide field\nwhich stretches off in all directions.  To the\nwest, you see a small village in the distance.\nThere is a deep pit here, next to the thorny bush.	[title32][sentence]\n你站在一片遼闊原野的中央，\n四面八方都望不到邊。往西邊\n望去，你看到遠處有座小村莊，\n這裡有個深坑，就在帶刺灌木叢旁。
20818	[title32][sentence]\nYou are standing at the center of a wide field\nwhich stretches off in all directions.  To the\nwest, you see a small village in the distance.\nThere is a deep pit here, which has been hidden\nunder a pile of carefully placed leaves.	[title32][sentence]\n你站在一片遼闊原野的中央，\n四面八方都望不到邊。往西邊\n望去，你看到遠處有座小村莊，\n這裡有個深坑，被精心鋪好的\n一堆樹葉巧妙掩蓋著。
20819	[title32][sentence]\nYou are standing at the center of a wide field\nwhich stretches off in all directions.  To the\nwest, you see a small village in the distance.\nAn enormous man-eating woman is stuck in a pit\nhere; her legs flail piteously in the air.  Perhaps\nyou'd better get about your business quickly, because\nshe's not going to be happy when she finally gets\nout of that pit.	[title32][sentence]\n你站在一片遼闊原野的中央，\n四面八方都望不到邊。往西邊\n望去，你看到遠處有座小村莊。\n有個食人巨女困在坑裡動彈\n不得，兩條腿在空中可憐地\n亂踢。你最好趕快辦完事情\n走人，因為她一旦脫困，\n絕對不會跟你善罷甘休。
20820	[title32][sentence]\nAre you mad?  If you pull her out of that\npit, she'll eat you for breakfast!	[title32][sentence]\n你瘋了嗎？要是把她從坑裡\n拉出來，她會把你當早餐吃掉！
21301	[title26][sentence]\nThe only thing you have even a prayer\nof understanding is the keypad in the center.	[title26][sentence]\n你唯一還算看得懂的東西，\n大概就是中間那個鍵盤了。
21302	[title33][sentence]\nThe digits 0 through 9 accompany\na 'smile' key and a 'frown' key.\nPrinted foam number pads\nprovide comfort when pressed.\nThere is a 4-digit number written\non the panel above the display.	[title33][sentence]\n0到9的數字鍵旁邊，\n還有一個「笑臉」鍵和\n一個「哭臉」鍵。泡棉材質\n的數字鍵按起來很舒服。\n面板上方寫著一組四位數字。
21303	[title17][sentence]\nThis display obviously shows you\nwhat you have typed.	[title17][sentence]\n這個顯示幕顯然是用來\n顯示你輸入的內容。
21304	[title20][sentence]\nThe island has not changed since\nyou stepped into this device.	[title20][sentence]\n自從你踏進這台裝置後，\n這座島看起來都沒變。
21305	[title28][sentence]\nIt's a cylindrical object containing\nsome alien electronics, a keypad, and\na shipwrecked space adventurer.	[title28][sentence]\n這是個圓柱狀的東西，裡面裝著\n一些外星電子零件、一個鍵盤，\n還有一個船難落難的太空冒險家。
21306	[title27][sentence]\nIt is a little key with a symbol printed on it.\n	[title27][sentence]\n這是一把小鑰匙，上面印著\n一個符號。\n
20901	[title21][sentence]\nA brief look back from whence you came\nyields no great inspiration.	[title21][sentence]\n你回頭看了一眼來時路，\n沒什麼特別的靈感。
20902	[title24][sentence]\nThis plant bears a round wooden stem with a\nsoft core used for building huts, tools, weapons,\nand limbo poles.	[title24][sentence]\n這種植物有圓形木質莖幹，\n裡面的軟芯可以用來蓋茅屋、\n做工具、做武器，\n還能拿去做林波舞的橫桿。
20903	[title19][sentence]\nPretty.  Steep.  Insurmountable.	[title19][sentence]\n美。陡。爬不上去。
20904	[title16][sentence]\nThe grass here has been stained with the\nremains of many broken melons.	[title16][sentence]\n這裡的草地被許多破爛的\n甜瓜殘渣染污了。
20905	[title18][sentence]\nThe field lying directly to the\nwest is flat and desolate.	[title18][sentence]\n正西方那片田地，\n又平坦又荒涼。
20906	[title22][sentence]\nA few large rocks appear to occupy the\narea to the north of you.	[title22][sentence]\n你北邊那塊區域，\n似乎被幾塊大石頭占據了。
20907	[title26][sentence]\nIt appears to be a wooden stalk that fell\nfrom the nearby patch.  It has probably\nbeen there for a while, since the core has \nrotted out.	[title26][sentence]\n看起來是從附近那片\n草叢掉下來的木莖。它大概\n躺在這裡好一陣子了，\n因為芯都已經爛掉了。
20909	[title20][sentence]\nIf the monkey were hungry, he would probably\njust eat some of the melons growing in that tree.	[title20][sentence]\n猴子要是餓了，大概會直接\n去吃那棵樹上結的甜瓜。
20910	[title26][sentence]\nWow!  Those darts really work.  That little bugger's\nhead shrunk down to walnut-size in seconds.  Of course\nyou had to use all of them to hit him.	[title26][sentence]\n哇！那些飛鏢真的有用。那個\n討厭鬼的頭幾秒鐘內就縮到\n核桃大小。當然，你得把\n飛鏢全部用完才打得中他。
20911	[title26][sentence]\nYou proudly recover your stolen binoculars.	[title26][sentence]\n你得意地找回被偷走的\n望遠鏡。
20912	[title21][sentence]\nA large melon tree sits in a grassy clearing\nbetween a mountain and a patch of bamboo-like trees.	[title21][sentence]\n一棵大甜瓜樹立在草地空地上，\n夾在一座山和一片竹林之間。
20913	[title24][sentence]\nThe trees are tall, green, and beautiful.	[title24][sentence]\n這些樹又高又綠又美。
20914	[title17][sentence]\nThat's the little bugger who stole \nyour binoculars!	[title17][sentence]\n那個討厭鬼就是偷走\n你望遠鏡的傢伙！
20915	[title19][sentence]\nThat won't accomplish anything.	[title19][sentence]\n那樣做不會有任何用處。
20916	[title24][sentence]\nYou're going to have to find a better\nway to propel them than that.  These aren't\nthrowing darts, they're blowgun darts.	[title24][sentence]\n你得想個更好的方法\n把它們射出去。這些不是\n投擲飛鏢，是吹箭用的飛鏢。
20917	[title21][sentence]\nAlthough it resembles a palm, this tree bears\nlarge red fruits instead of coconuts.	[title21][sentence]\n這棵樹雖然長得像棕櫚樹，\n結的卻是大顆紅色果實，\n不是椰子。
20918	[title22][sentence]\nAlthough it resembles a palm, this tree bears\nlarge red fruits instead of coconuts.  Currently\nthere is a kleptomaniac monkey dancing about\nup there.	[title22][sentence]\n這棵樹雖然長得像棕櫚樹，\n結的卻是大顆紅色果實，\n不是椰子。目前樹上正有隻\n愛偷東西的猴子在跳來跳去。
20919	[title26][sentence]\nThis is the tree from which that obnoxious monkey\nwas teasing you.  He sure learned his lesson.	[title26][sentence]\n這就是那隻討厭的猴子\n捉弄你的那棵樹。他這下\n可學到教訓了。
20920	[title24][sentence]\nThe remains of several dozen melons have left\na large stain on the grass.  They appear too spread\nout to have fallen from the tree.	[title24][sentence]\n好幾十顆甜瓜的殘骸\n在草地上留下一大片污漬。\n看起來範圍太廣，不像是\n從樹上掉下來的。
20921	[title21][sentence]\nYou briefly consider scooping up a handful\nof melon goo.  You then consider doing\nsomething else.\n	[title21][sentence]\n你一度想抓一把黏糊糊的\n瓜肉，但轉念一想，還是\n做點別的事吧。\n
40210	[title30][sentence]\nYou are overwhelmed by night fever.  You\nget the urge to whip off your coat and start\nswinging it around your head.  Fortunately,\nsanity prevails and you decide not to draw\nattention to yourself.	[title30][sentence]\n你突然被「週末夜狂熱」\n附身，很想脫下外套\n甩到頭上轉圈。幸好理智\n還在，你決定別太招搖。
40211	[title27][sentence]\nYou sense that something is wrong\nwith this teleporter.  You decide to\nlet someone else test it for you.	[title27][sentence]\n你感覺這台傳送器\n哪裡怪怪的。你決定讓\n別人先幫你試試看。
40212	[title32][sentence]\nThe last person you saw come out of\nthis teleporter didn't look too healthy.\nYou decide not to experiment with\ntemperamental teleporters. (Say THAT\n10 times fast!)	[title32][sentence]\n你上次看到有人從這台\n傳送器出來，臉色不太妙。\n你決定不要拿「喜怒無常\n的傳送器」來做實驗。\n（這句繞口令你倒是唸唸看！）
40213	[title30][sentence]\nThis bar looks just like any of a hundred other\nbars you've seen on as many planets.\nThere is a flat surface for holding drinks\nand a soft pad on which you could comfortably\npass out.  You make a quick mental note\nthat the bartender could probably\nbeat you in an arm-wrestling match.	[title30][sentence]\n這間酒吧看起來跟你在\n上百個星球見過的酒吧沒兩樣。\n有張擺飲料的平台，還有張\n軟墊，躺上去昏倒也挺舒服。\n你心裡默默記下一件事：\n這個酒保應該能在比腕力時\n把你打得落花流水。
40214	[title22][sentence]\nYech!  Is she ugly.  A face like that could\nstop a windmill on an old Dutch painting.\nShe spends a great deal of time polishing the\nbar and pouring shots for that tired-looking\nwoman on the first stool.	[title22][sentence]\n唉呦，她長得可真有個性，\n那張臉恐怕連荷蘭古畫裡的\n風車都會被嚇停。她大半\n時間都在擦吧台，幫第一張\n板凳上那位一臉倦容的\n女士倒酒。
40215	[title22][sentence]\nYou marvel at the length of the ash hanging\noff of her cigarette.  She blows an occasional\nsmoke ring your way, but looks like she wants\nto be left alone.	[title22][sentence]\n你驚嘆她菸上那截菸灰\n居然沒掉。她偶爾朝你\n吐個煙圈，但看起來想\n一個人靜靜。
40216	[title29][sentence]\nShe appears to be enjoying herself, watching\neveryone else in the bar.  She refuses to meet\nyour gaze, but instead seems focused on the\nbartender.\n	[title29][sentence]\n她看起來玩得挺開心，\n盯著酒吧裡的其他人看。\n她不願正眼看你，反而\n一直盯著酒保瞧。\n
40217	[title25][sentence]\nShe is obviously waiting for someone\nelse.	[title25][sentence]\n她顯然是在等別人。
40218	[title18][sentence]\nYou could rate this woman a '10', but only\non the Richter scale.    The telltale fault line\non her backside indicates a maintenance\nposition.  The tool belt is also a good tip.	[title18][sentence]\n這位女士要打幾分？『10分』\n但那是芮氏地震規模才有的\n10分。她背後那道明顯的\n『斷層線』，洩漏她是幹維修的，\n那條工具腰帶也是個好線索。
40219	[title20][sentence]\nThis leads back into the corridor.	[title20][sentence]\n這裡通往走廊。
40220	[title21][sentence]\nYou notice some women, a dance floor,\nsome more women, a bar, a mirror ball,\nwomen, some plants, and some women.\nYou were beginning to wonder what these\nwomen did for recreation.  You decide to\nmove cautiously and not draw too much\nattention to yourself.	[title21][sentence]\n你注意到幾個女人、一片\n舞池、更多女人、一座吧台、\n一顆鏡球、女人、幾株盆栽，\n還有一些女人。你開始納悶\n這些女人平常都做些什麼\n消遣。你決定小心行動，\n別太引人注目。
40221	[title22][sentence]\nThe women up there seem content in\neach other's company.  It would be rude\nto interrupt them.	[title22][sentence]\n樓上那些女人似乎很享受\n彼此的陪伴，打斷她們\n未免太失禮。
40222	[title25][sentence]\nHave you ever been body-slammed before?\nWell, keep it up and you should have no \ntrouble whatsoever having that beautiful \nfigure of yours flattened.	[title25][sentence]\n你被人重摔過嗎？繼續\n這樣搞下去，包管你那副\n「美麗」的身材被摔得\n扁扁的，一點也不難。
40223	[title27][sentence]\nThey are busy talking to each other.  If\nyou interview everyone in the bar you\nmay draw undue attention to yourself.	[title27][sentence]\n她們正忙著聊天。如果你\n把酒吧裡每個人都問一輪，\n可能會太引人注意。
40224	[title26][sentence]\nConsidering her distance from you, and\nthe ambient sound level in this room, the\nodds of her hearing you are slim.  Very slim.\nYou decide that yelling at her would be\nunwise.	[title26][sentence]\n考量到她離你那麼遠，\n加上這裡的環境音量，\n她聽到你的機率微乎其微，\n非常微乎其微。你認為\n對她大吼不是個好主意。
40225	[title21][sentence]\nThe railing appears to be serving it's purpose.\nNo one is falling from the balcony.	[title21][sentence]\n這道欄杆看來稱職，\n沒有人從陽台摔下去。
40226	[title22][sentence]\nThe tables are round, flat, and have\nfour legs.  What did you expect?	[title22][sentence]\n這些桌子是圓的、平的，\n有四條腿。你還想怎樣？
40227	[title30][sentence]\nYou have no need for a new table.\nEspecially when you consider the\nfact that you no longer have a home to\nput it in.	[title30][sentence]\n你不需要一張新桌子，\n尤其你現在根本沒有家\n可以擺了。
40228	[title21][sentence]\nThe sign proudly displays the name of this\nestablishment.  It seems to require some\nmaintenance, as the last letter can't decide\nif it should remain lit or not.	[title21][sentence]\n招牌上得意地寫著這間店\n的名字。看樣子該維修了，\n最後一個字母老是猶豫\n該不該亮。
40229	[title30][sentence]\nWhat would you DO with an eight-foot\nblinking neon sign?  You need to have\nyour head examined.	[title30][sentence]\n你到底要拿一個八呎高、\n閃個不停的霓虹招牌「做」\n什麼？你的腦袋該去檢查一下了。
40230	[title26][sentence]\nThere are three stools in front of the bar.\nOne is occupied by a large woman wearing\na tool belt.  The other two look padded\nand comfortable.	[title26][sentence]\n吧台前有三張板凳，\n其中一張坐著一位繫著\n工具腰帶的高大女子。\n另外兩張看起來鋪了軟墊，\n挺舒服的。
40231	[title25][sentence]\nNot only are they bolted to the floor, but\nyou would look rather silly walking around\nwith a bar stool.	[title25][sentence]\n這些板凳不但被鎖在地上，\n而且你扛著一張板凳到處走\n看起來也很滑稽。
40232	[title21][sentence]\nThe cactus is just another part of this\nwonderfully decorated bar.	[title21][sentence]\n這棵仙人掌只是這間\n裝潢用心的酒吧的一部分。
40233	[title21][sentence]\nAfter pondering for a moment the\nimplications of stuffing a cactus in\nyour pocket, you decide to leave it\nwhere it is.	[title21][sentence]\n你想了一下把仙人掌\n塞進口袋會有什麼後果，\n決定還是讓它留在原地。
40234	[title24][sentence]\nThe rotating mirror ball is the icon\nof the trashy discotheque.  You feel right\nat home under it's familiar light.	[title24][sentence]\n這顆旋轉鏡球是這間\n俗氣迪斯可舞廳的招牌。\n在它熟悉的光線下，\n你感覺特別自在。
40235	[title26][sentence]\nThe upper dance floor is just large\nenough to hold one or two people.\nAt the moment, there is only one\nperson up there, and she is not dancing.	[title26][sentence]\n樓上的舞池小得剛好\n只能容納一兩個人。此刻\n上面只有一個人，而且\n她並沒有在跳舞。
40236	[title19][sentence]\nThe trees around the bar add to the decor.\nThey go well with the native rock walls.	[title19][sentence]\n酒吧周圍的樹木增添了\n不少氣氛，跟這裡的\n原生岩壁相當搭。
40237	[title25][sentence]\nThere are several plants hanging beneath the\nbalcony.  They look well cared for.	[title25][sentence]\n陽台下方掛著幾盆植物，\n看起來被照顧得很好。
40238	[title21][sentence]\nAre we getting a little desperate?	[title21][sentence]\n我們是不是有點太心急了？
40239	[title16][sentence]\nThe tip of a folded piece of paper\nprotrudes from the woman's back\npocket.	[title16][sentence]\n一張折疊紙的一角，\n從那女人的後口袋裡\n露了出來。
40240	[title29][sentence]\nYou carefully extract the list from\nthe woman's pocket.  Fortunately,\nshe is well anesthetized, and\ndoesn't notice your thievery.	[title29][sentence]\n你小心翼翼地從那女人的\n口袋裡抽出清單。幸好\n她醉得不省人事，\n沒發現你順手牽羊。
40241	[title32]ALIEN LIQUOR\nHaving paid for the bottle of liquor,\nyou now stash it in your jacket for\nsafekeeping.	[title32]外星酒\n付了酒錢之後，你把這瓶酒\n藏進外套裡妥善收好。
40242	[title32]CREDIT CHIP\nYou retrieve your credit chip from the bar, hoping\nto find further use for it later.	[title32]信用晶片\n你從吧台拿回信用晶片，\n希望之後還能派上用場。
75110	[title29][sentence]\nYou are standing on what must surely be a\nmaintenance platform above the city.  A\nbreathtaking view of the city stretches before\nyou, revealing the bizarre two level structure\nin it's entirety.  Apparently, the entire\nmetropolis was constructed inside an enormous,\ninactive volcano cone.  Far below, you see the\nglowing magma which warms the city.  Behind\nyou and beyond the rim of the city, you can see\nonly ocean.  You pause for a moment in awe of\nthis engineering marvel, after which you notice\nthat you are standing almost directly over a large\nstatue of a beautiful woman.	[title29][sentence]\n你站的地方，想必是俯瞰\n城市的一座維修平台。眼前\n是令人屏息的城市全景，\n展現出這座詭異雙層結構的\n全貌。看來，整座城市都是\n建在一座巨大的死火山口\n內部。遙遠下方，你看到\n溫暖著城市的發光岩漿。\n你身後、城市邊緣之外，\n只有一片汪洋。你駐足片刻，\n讚嘆這項工程奇蹟，這才\n注意到自己幾乎正站在一座\n美麗女子雕像的正上方。
75112	[title25][sentence]\nThis is obviously the end of the line\nfor the elevator.  The doors have\nclosed, but since you haven't heard\nany movement. You assume that it is\nwaiting for you.	[title25][sentence]\n這裡顯然是電梯的\n終點站。門已經關上了，\n但你沒聽到任何動靜，\n猜想它是在等你。
75113	[title27][sentence]\nThe rim of the city is obviously the top\nof the volcano cone.  The short section\nyou are standing on has been paved, and\nyou imagine that it must be a maintenance\nplatform.	[title27][sentence]\n城市的邊緣顯然就是\n火山口的頂端。你腳下這一小段\n已經鋪過路面，你猜這裡\n應該是個維修平台。
75114	[title27][sentence]\nThese probably served some purpose\nduring construction of the city.  Time and\nweather have taken their toll on these\noutcroppings, in some cases revealing\nthe reinforcing steel beneath.	[title27][sentence]\n這些東西大概是建城時\n派上用場的。歲月與風化\n對這些突出物造成了損害，\n有些地方甚至能看到\n裡頭外露的鋼筋。
75115	[title21][sentence]\nA sharp metal hook protrudes from the\nright-most pylon.  The weather has\nrusted most of the metal away.	[title21][sentence]\n最右邊的橋墩上突出一個\n尖銳的金屬鉤。風吹雨打\n讓大部分金屬都鏽蝕了。
75116	[title20][sentence]\nYou fishing line dangles from the small\nmetal hook.  It extends to the base\nof a large statue below.	[title20][sentence]\n你的釣魚線垂掛在那個\n小金屬鉤上，一路延伸到\n下方大雕像的底座。
75117	[title25][sentence]\nA cone of igneous rock surrounds the rim\nof the city.  The sunlight washes warmly over\nit's pocked blue-purple surface.	[title25][sentence]\n一圈火成岩環繞著\n城市邊緣。陽光溫暖地\n灑在那坑坑疤疤的\n藍紫色表面上。
75118	[title16][sentence]\nYou don't need any pumice.	[title16][sentence]\n你不需要任何浮石。
75119	[title20][sentence]\nTo the east you see a teleporter\nbooth.	[title20][sentence]\n東邊你看到一座\n傳送亭。
75120	[title27][sentence]\nYou skillfully tie the fishing line to the metal\nhook, then toss the fishing line toward the\nlarge statue below.	[title27][sentence]\n你熟練地把釣魚線\n綁在金屬鉤上，然後把線\n甩向下方的大雕像。
75121	[title21][sentence]\nAnd undo all your wonderful work?	[title21][sentence]\n把你這番心血都毀了？
75122	[title20][sentence]\nThis tall building towers over all the\nother buildings.  It looks like the tallest\nbuilding in the entire city.	[title20][sentence]\n這棟高樓聳立在所有\n建築之上，看起來是\n全城最高的一棟。
75123	[title32][sentence]\nIf you tie the line to a pylon, it is likely\nto slip off over the top.  There is, however,\na sharp hook-like protrusion on the upper right\ncorner of the right-most pylon.  You could probably\ntie the line securely to that.	[title32][sentence]\n如果把線綁在橋墩上，\n很可能會從頂端滑掉。不過，\n最右邊橋墩的右上角\n有個尖銳的鉤狀突起，\n或許可以把線牢牢綁在\n那上面。
31110	[title25][sentence]\nOn the desk you see a pair of monitors,\nsome papers, a coffee mug, and the stale\nremains of a doughnut.	[title25][sentence]\n桌上有兩台螢幕、\n一些文件、一個咖啡杯，\n還有吃剩、放到不新鮮的\n甜甜圈。
31111	[title25][sentence]\nThe rear wall is carved out of rock, much\nlike the cell you just escaped from.  One\nwall is covered with equipment.  Since this\nequipment is unfamiliar to you, and you are\ntrying to remain undetected, you decide\nnot to play with it.	[title25][sentence]\n後牆是從岩石鑿出來的，\n跟你剛逃出來的牢房差不多。\n有一面牆擺滿了設備。\n這些設備你完全不熟，\n加上你想保持低調，\n決定還是別亂碰。
31112	[title27][sentence]\nApparently the same interior decorator\nwho chose 'early Mesozoic igneous' decor\nfor the back wall chose 'art deco' for these\nlighting fixtures.	[title27][sentence]\n看來幫後牆選了「早期\n中生代火成岩」風格的\n那位室內設計師，燈具\n則挑了「裝飾藝術」風。
31113	[title25][sentence]\nThe panels of white lights keep this room\nextremely well lit.	[title25][sentence]\n這片白光燈板，把房間\n照得非常明亮。
31114	[title21][sentence]\nYou don't have any need for forty feet of\nfluorescent light fixtures.	[title21][sentence]\n你用不著四十呎長的\n日光燈具。
31115	[title26][sentence]\nThe little bulb dangling from a wire\nin the middle of the room is dwarfed\nby the light panels on either side.  This\nmust have been left here by the original\nconstruction crew.	[title26][sentence]\n房間中央用電線垂掛的\n小燈泡，在兩側燈板的\n對比下顯得微不足道。\n這大概是當初的施工人員\n留下來的。
31116	[title21][sentence]\nAttempting to steal this little light bulb\nwould accomplish little.	[title21][sentence]\n想偷這顆小燈泡，\n也不會有什麼收穫。
31117	[title25][sentence]\nAlthough you don't see anyone, you hear people.\nYou decide to be VERY quiet.  If you were\ndiscovered, you might have to explain yourself\nto that wonderful doctor.	[title25][sentence]\n雖然你沒看到人，\n卻聽到人聲。你決定\n「非常」安靜。萬一被發現，\n你恐怕得向那位好心的\n醫生解釋一番。
31118	[title25][sentence]\nYou don't see any guards, but you\ndecide to stay put and not take any chances.	[title25][sentence]\n你沒看到警衛，\n但還是決定按兵不動，\n不冒任何風險。
31119	[title25][sentence]\nIn this extremely well-lit room you see a\ndesk with a pair of monitors on it.\nAfter a look about, you conclude that\nthis must be some sort of monitoring station.	[title25][sentence]\n這間燈光極亮的房間裡，\n有張擺著兩台螢幕的桌子。\n環顧四周後，你判斷\n這裡應該是某種監控站。
31120	[title19][sentence]\nYou pretty much destroyed the latch when\nyou kicked the grate open.  You shouldn't\nhave any trouble getting it open again.\n	[title19][sentence]\n你踹開柵欄時，幾乎\n把門閂弄爛了。要再打開\n應該不成問題。\n
41310	[title25][sentence]\nA message engraved on the statue's\nhand reads: "You must be at least this \nhigh to enter the teleporter."	[title25][sentence]\n雕像手上刻著一行字：\n「身高需達到此處以上，\n才能進入傳送器。」
41311	[title16][sentence]\nYou would look pretty silly carrying this\nthing around with you.	[title16][sentence]\n你扛著這東西到處走，\n看起來會很滑稽。
41312	[title26][sentence]\nThis must be the baggage belt.  You have\nbeen wary of these things ever since your\nfavorite suitcase was eaten by a Rectarian\nbaggage handler.	[title26][sentence]\n這一定是行李輸送帶。\n自從你最愛的手提箱\n被一個雷克塔星球的\n行李搬運工吃掉之後，\n你就對這種東西很有戒心。
41313	[title25][sentence]\nThat is not a good idea.  It's a safe bet\nthat anything that goes on that belt\nends up in a black hole somewhere.	[title25][sentence]\n這可不是個好主意。\n幾乎可以肯定，凡是放上\n這條輸送帶的東西，最後\n都會掉進某個黑洞裡。
41314	[title24][sentence]\nYou have become familiar with devices of\nthis type.  There is a small note on it which\nreads: "Attention transmorphs:  This machine's\ngender security system is still active!"	[title24][sentence]\n你已經很熟悉這類裝置了。\n上面有張小紙條寫著：\n「變體人請注意：這台機器的\n性別安控系統仍在運作中！」
41315	[title22][sentence]\nThe display show all sorts of status\ninformation about teleporters.  From the\nnumber of lines on the display you gather\nthere must be many such teleporters.\nToo bad they don't list the teleport codes here.	[title22][sentence]\n顯示幕上列出各種\n傳送器的狀態資訊。從\n顯示的行數看來，這樣的\n傳送器數量應該不少。\n可惜這裡沒列出傳送代碼。
41316	[title24][sentence]\nThis leads to a long east-west corridor.	[title24][sentence]\n這裡通往一條東西向\n的長廊。
41317	[title32][sentence]\nThe pictures show various exquisite\nvacation spots.  Can't you just see yourself \nlying on the beach with a Tikillya Earthrise, \nlooking for shells.  You decide to stop\ndaydreaming and do something productive.	[title32][sentence]\n這些照片展示著各種精緻的\n度假勝地。你彷彿看到自己\n躺在沙灘上，手拿一杯\n「提基拉地出」，悠閒地\n撿貝殼，決定別再做白日夢，\n做點正經事吧。
41318	[title17][sentence]\nThe plants need water, but otherwise\nthey look all right.	[title17][sentence]\n這些植物需要澆水，\n除此之外看起來還好。
41319	[title30][sentence]\nYou are overwhelmed by a sudden urge\nto gather flowers and place them in\nstrategically aesthetic spots around the room.\nThe urge leaves you hoping the gender\nbender still works in reverse.	[title30][sentence]\n你突然湧起一股衝動，\n想摘些花，巧妙地擺在\n房間各個角落當裝飾。\n這股衝動讓你不禁\n希望性別轉換器還能\n反著用一次。
41320	[title18][sentence]\nIn this tiny room you see a teleporter,\na strange display on the wall, and a\nconveyer belt.  One wall is littered\nwith pictures.\n	[title18][sentence]\n這間小房間裡有一座\n傳送器、牆上一個奇怪的\n顯示幕，還有一條輸送帶。\n一面牆上貼滿了照片。\n
